Church Name,City,State,Country,Phone,Email,Website,Church Admin Title,Church Admin Name,
Reformed Presbyterian Church in Palm Springs,Palm Desert,CA,United States ,442-366-2111,palmspringschurch@gmail.com,https://palmspringschurch.org/,Rev,Kyoohan Lee,
Grace Presbyterian Church of Silicon Valley,Palo Alto,CA,United States ,650-326-7737,office@gracepres.com,www.gracepres.com,Rev,Iron D Kim,
"Grace Pasadena Church, Inc.",Pasadena,CA,United States ,626-653-6036,info@gracepasadena.org,www.gracepasadena.org,Rev,John S Stone IV,
Living Hope Church,Pasadena,CA,United States ,562-328-9780,lhchristian@gmail.com,-,Rev,Andrew Eun Yong Jung,
Covenant Presbyterian Church,Paso Robles,CA,United States ,805-238-6927,office@covenantpaso.com,www.covenantpaso.com,Rev,Daniel P Katches,
Open Door Church of Orange County,Placentia,CA,United States ,714-904-0691,yclee100@gmail.com,www.opendoorchurchoc.org,Rev,Young Chan Lee,
Hamonah Presbyterian Church,Pleasant Hill,CA,United States ,925-222-9938,hamonah@hamonah.org,www.hamonah.org,Rev,Sung Chol Lim,
Inland Church PCA,Pomona,CA,United States ,909-622-2324,office@inlandchurch.org,www.inlandchurch.org,Rev,Hwan Ahn,
North City Presbyterian Church,Poway,CA,United States ,858-748-4642,irene@northcitychurch.com,www.northcitychurch.com,Rev,David E Nutting,
Ramona Valley Presbyterian Church,Ramona,CA,United States ,760-787-1570,andy@ramonavalleypca.com,ramonavalleypca.com,Rev,Andy Schreiber,
First Church Ripon,Ripon,CA,United States ,(209) 599-3225,christy@riponfirstpres.org,www.riponfirstpres.org,Rev,Glenn Gerdes,
The Lords Church of Central Valley,Ripon,CA,United States ,209-499-5060,jangseongeun@yahoo.com,-,Rev,Seongeun Jang,
Valley Springs Presbyterian Church,Roseville,CA,United States ,916-786-7940,info@ValleySprings.org,www.valleysprings.org,Rev,Tag Tuck,
CrossPoint Church of Sacramento,Sacramento,CA,United States ,916-671-9088,Church223@soapboxsuperapp.com,-,Rev,Ezra Kim,
Grace Sacramento,Sacramento,CA,United States ,916-737-5190,admin@wearegracesac.org,www.wearegracesac.org,Rev,Brad Carpenter,
Onjeonhan Church,Sacramento,CA,United States ,626-831-8224,koinonos73@gmail.com,-,Rev,Sang Hwan Do,
Grace Church of Marin,San Anselmo,CA,United States ,415-295-7554,admin@gracemarin.org,www.gracemarin.org,-,,
North Park Presbyterian Church,San Deigo,CA,United States ,619-719-1897,hello@northparkpres.com,www.northparkpres.com,Rev,Adriel Sanchez,
Harbor Church San Diego,San Diego,CA,United States ,-,info@harborsdchurch.com,www.harborsdchurch.com,Rev,Peter Hwang,
Harbor City Church,San Diego,CA,United States ,619-289-8857,info@harborcity.church,www.harborcity.church,Rev,Omar Omar Ortiz,
Resurrection Presbyterian Church of San Diego,San Diego,CA,United States ,619-387-7735,robnovak@resurrectionsd.com,resurrectionsd.com,Rev,Robert Novak,
San Diego New Hope Church,San Diego,CA,United States ,858-842-0738,biblicaljhlee@hotmail.com,www.sdnewhope.org,Rev,Jun Hee Lee,
Servant Church of San Diego,San Diego,CA,United States ,619-363-1931,info@servantchurchsd.org,servantchurchsd.org,Rev,Christopher A Sandoval,
Trinity Presbyterian Church of San Diego,San Diego,CA,United States ,-,Church233@soapboxsuperapp.com,www.trinitysd.org/,Rev,Jonathan Kerhoulas,
Gateway Presbyterian Church,San Fernando,CA,United States ,818-361-1884,Church234@soapboxsuperapp.com,-,Rev,Sang Seon Kim,
Grace South Bay,San Jose,CA,United States ,650-521-6798,Church235@soapboxsuperapp.com,gracesouthbay.com,Rev,Bob Crossland,
New Life Mission Church of Northern California,San Jose,CA,United States ,408-409-6562,thomas.park@nlmc.org,www.nlmc.org,Rev,Thomas Yong Bin Park,
Trinity Presbyterian Church,San Luis Obispo,CA,United States ,805-471-9141,office@trinityslo.org,www.trinityslo.org,Rev,Bryce A Hales,
Canyon Creek Presbyterian Church,San Ramon,CA,United States ,925-498-9800,tmarsh@canyoncreekchurch.org,canyoncreekchurch.org,Rev,Travis John Marsh,
Christ Presbyterian Church,Santa Barbara,CA,United States ,805-957-4200,office@cpcsb.org,www.cpcsb.org,Rev,Kyle Wells,
Fragrance of Jesus Church,Santa Fe Springs,CA,United States ,714-742-1042,missionkim708@gmail.com,-,Rev,Austin Hoonsung Kim,
Redeemer Presbyterian Church,Santa Rosa,CA,United States ,707-539-9794,office@redeemersr.org,www.redeemersr.org,Rev,Darrell Brooker,
Foothills Neighborhood Church,Sierra Madre,CA,United States ,626-243-4720,clerk@foothillsneighborhoodchurch.com,www.foothillsneighborhoodchurch.com,Rev,Joel A Pelsue,
The Way,South Pasadena,CA,United States ,-,thewaychurch.sv@gmail.com,thewaychurchsv.org,Rev,Timothy John Lien,
Stanton City Presbyterian Church,Stanton,CA,United States ,714-612-5958,Church244@soapboxsuperapp.com,www.StantonCityPres.church,Rev,Daniel Heejoon Park,
Stockton Bansuk Presbyterian Church,Stockton,CA,United States ,209-957-9191,hijason91@gmail.com,stocktonbansukchurch.org,Rev,Jason Hong,
Revive Presbyterian Church of Silicon Valley,Sunnyvale,CA,United States ,408-335-6438,info@revivepres.church,revivepres.church,Rev,SooSang Park,
Christ Presbyterian Church,Temecula,CA,United States ,951-200-4177,admin@christpca.net,www.christpca.net,Rev,Samuel Hogan,
Redeeming Grace Mission,Torrance,CA,United States ,720-339-9533,info@rgctorrance.org,www.rgctorrance.org,Rev,Jang K Kim,
Shalom Church of Southern California,Torrance,CA,United States ,-,jskim20101@gmail.com,-,Rev,Joonsik Kim ,
Jesus Family Presbyterian Church,Valencia,CA,United States ,661-317-5372,jfpckwon@gmail.com,-,Rev,Seongryong Kwon ,
Arise Presbyterian Church,Vista,CA,United States ,442-273-0252,office@arisepca.com,www.arisepca.com,Rev,Brad Jones ,
Walnut Creek Heavenly Church,Walnut Creek,CA,United States ,925-464-7238,hjpastor@gmail.com,www.heavenlychurch.org,-, ,
Providence Church SFV,West Hills,CA,United States ,201-388-3425,info@providencesfv.com,www.providencesfv.com/,Rev,Christopher McNerney ,
Grace Presbyterian Church,Yorba Linda,CA,United States ,714-692-2390,graceprespca@gmail.com,www.gracepresbyterian.net,Rev,Ben Muresan ,
New Life Mission Church of Colorado,Aurora,CO,United States ,303-337-9191,pastor.chong@gmail.com,www.newlifeco.org,Rev,Jihoon Shin ,
Grace and Peace Denver,Blanc Events,CO,United States ,615-969-3372,matt@graceandpeacedenver.org,gpchurchdenver.org,Rev,Matthew Morginsky ,
Cornerstone Presbyterian Church,Castle Rock,CO,United States ,303-660-0267,office@cornerstonepc.org,www.cornerstonepc.org,Rev,Shawn Young ,
Elevate Hope Centennial Inc.,Centennial,CO,United States ,720-642-6655,info@elevatehopechurch.org,elevatehopechurch.org,Rev,Brett Weston ,
Skyview Presbyterian Church,Centennial,CO,United States ,720-234-0127,office@skyviewpca.org,www.skyviewpca.org,Rev,Rick Vasquez ,
Cheyenne Mountain Presbyterian Church,Colorado Springs,CO,United States ,719-635-9022,office@cmpca.net,www.cmpca.net,Rev,Matthew Capone ,
Forestgate Presbyterian Church,Colorado Springs,CO,United States ,719-495-5672,office@forestgate.org,www.forestgate.org,Rev,Matthew William Giesman ,
Grace and Peace Church,Colorado Springs,CO,United States ,719-203-1506,contact@graceandpeacecos.org,graceandpeacecos.org,Rev,Vincent Hoppe ,
Village Seven Presbyterian Church,Colorado Springs,CO,United States ,719-574-6700,v7pc@v7pc.org,www.v7pc.org,Rev,D Christopher Hodge,
Waypoint Church,Colorado Springs,CO,United States ,-,hello@waypointcos.org,waypointcos.org,Rev,Steve Patrick Stanton ,
Denver Presbyterian Church,Denver,CO,United States ,303-335-0447,info@denverpres.org,www.denverpres.org,Rev,Ronnie Garcia ,
Disciple Mission Church of Denver,Denver,CO,United States ,303-300-9517,Church266@soapboxsuperapp.com,www.denverjeja.org,Rev,Young Ki Pak ,
Redemption Church Denver,Denver,CO,United States ,303-321-3291,info@redemptiondenver.com,redemptiondenver.com,Rev,James Rathmann ,
Providence Presbyterian Church-Durango,Durango,CO,United States ,505-326-4878,garyfarmington@aol.com,www.ppcpcafarmington.org,Rev,Gary D McMillan,
Christ Presbyterian Church Englewood,Englewood,CO,United States ,303-880-7718,jp@christpresenglewood.org,christpresenglewood.org,Rev,JonPaul Dee Watson ,
High Plains Fellowship PCA,Falcon,CO,United States ,719-298-4283,hpftreasurer@gmail.com,www.highplainsfellowship.com,-, ,
Grace Church Presbyterian,Ft. Collins,CO,United States ,970-412-8551,ryan@gracefortcollins.org,www.gracefortcollins.org,Rev,Gavin Lymberopoulos ,
Redeemer Golden,Golden,CO,United States ,303-835-3510,info@redeemergolden.church,redeemergolden.church,Rev,David Rapp ,
Living Redeemer Church,Grand Junction,CO,United States ,-,livingredeemerchurch@gmail.com,www.livingredeemerchurch.org,-, ,
Saint Patrick,Greeley,CO,United States ,970-346-8812,admin@saintpatrickpc.org,www.saintpats.church,Rev,Michael Mathews ,
The Table Church,Lafayette,CO,United States ,720-772-8722,info@tablechurch.com,tablechurch.com,Rev,C Bradley Edwards,
Deer Creek Community Church,Littleton,CO,United States ,303-933-9300,info@deercreekchurch.com,www.deercreekchurch.com,Rev,Daniel Nealon ,
Redeemer Longmont,Longmont,CO,United States ,720-526-2386,justin@redeemerlongmont.com,www.redeemerlongmont.com,Rev,Justin Chappell ,
Trinity Reformed Presbyterian Church,Montrose,CO,United States ,970-249-1053,nufdt@protonmail.com,www.trinitymontrose.org,Rev,Cristian Garcia ,
Trinity Reformed Church,New Castle,CO,United States ,979-426-6935,zpkruis@gmail.com,www.trcco.org,Rev,Zach Kruis ,
Redeemer Presbyterian Church,Parker,CO,United States ,303-719-0714,churchoffice@redeemerparker.com,www.redeemerparker.com,Rev,Ryan Dean Arkema ,
Covenant Reformed Presbyterian Church,Pueblo,CO,United States ,719-404-1833,pastor.matt@covrefpca.org,www.covrefpca.org,Rev,Matthew Paul Eide ,
Rocky Mountain Presbyterian Church,Westminster,CO,United States ,303-404-3200,admin@rmpca.org,www.rmpca.org,Rev,Shane Waldron ,
Covenant Presbyterian Church,Wheat Ridge,CO,United States ,303-424-8889,office@cpcwheatridge.org,www.cpcwheatridge.org,Rev,Brad Irick ,
Christ Presbyterian Church,Bridgeport,CT,United States ,475-999-2373,contact@cpcct.org,www.cpcct.org,Rev,Milas Shepherd ,
Presbyterian Church of Coventry,Coventry,CT,United States ,860-742-7222,office@coventrypca.church,www.coventrypca.church,Rev,Will Snyder ,
Christ the Shepherd Presbyterian Church,Danbury,CT,United States ,203-743-3506,pastorhutch@sbcglobal.net,www.danburyshepherd.org,Rev,David A Hutchinson,
Christian Community Church,Danbury,CT,United States ,203-798-0113,info@ccdanbury.org,www.ccdanbury.org,Rev,Darcy Caires Jr ,
Christ is Life Presbyterian Church,Fairfield,CT,United States ,917-822-4873,Church288@soapboxsuperapp.com,-,-, ,
Grace Church of Greenwich,Greenwich,CT,United States ,-,gracechurchofgreenwich@gmail.com,www.gracechurchgreenwich.com,Rev,Daniel Sang-Hoon Hong ,
Covenant Presbyterian Church,Ledyard,CT,United States ,860-464-8476,info@ledyardpca.org,www.ledyardpca.org,Rev,Rodney Henderson ,
Presbyterian Church of Manchester,Manchester,CT,United States ,860-643-0906,office@manchesterpca.org,www.manchesterpca.org,Rev,Michael Robison ,
Christ Presbyterian Church - Milford,Milford,CT,United States ,475-441-3751,info@cpcmilford.org,www.cpcmilford.org,Rev,Curran Bishop ,
Christ Presbyterian Church,New Haven,CT,United States ,203-777-6960,admin@cpcnewhaven.org,www.cpcnewhaven.org,Rev,Craig Luekens ,
Christ Presbyterian Church - East Lyme,Niantic,CT,United States ,609-369-4698,bsheldon@cpceastlyme.org,cpceastlyme.org,Rev,Benjamin Sheldon ,
Grace Presbyterian Church - Norwalk,Norwalk,CT,United States ,203-536-4354,brandonfarquhar@gmail.com,www.gpcnorwalk.com,Rev,Brandon William Farquhar ,
Grace Church Stamford,Stamford,CT,United States ,203-314-4898,info@gracechurchstamford.com,www.gracechurchstamford.com,Rev,Daniel Jang ,
Christ Presbyterian Church Wallingford,Wallingford,CT,United States ,203-626-4255,church@cpcwallingford.org,www.cpcwallingford.org,Rev,Mike Brunjes ,
Christ Community Presbyterian Church,West Hartford,CT,United States ,860-595-2931,admin@christcpc.org,www.christcpc.org,Rev,Robert M Gray,
New England Grace Presbyterian Church,West Hartford,CT,United States ,860-491-8156,srjkdn@gmail.com,www.negrace.org,Rev,In Jib Kim ,
"Grace Presbyterian Church of Washington, DC",Washington,DC,United States ,202-386-7637,Office@gracedc.net,www.gracedc.net,Rev,Glenn J Hoburg,
Grace Church PCA,Dover,DE,United States ,302-734-8150,grace@gracedover.com,www.gracedover.com,Rev,Joshua Suh ,
Good News Church,Hockessin,DE,United States ,302-239-7631,office@goodnewschurchde.com,goodnewsde.com,Rev,Samuel D DeSocio,
Crossroads Presbyterian Church,Middletown,DE,United States ,302-378-6235,office@crossroadsde.com,www.crossroadsde.com,Rev,Michael Hernandez ,
The Town (PCA),Middletown,DE,United States ,302-464-5782,info@thetown.org,www.thetown.org,Rev,Daniel Andrew Betters ,
East Gate Presbyterian Church,Millsboro,DE,United States ,302-945-5498,church@eastgatepres.org,www.eastgatepres.org,Rev,Kevin Gladding ,
Heritage Presbyterian Church,New Castle,DE,United States ,302-328-3800,office@heritagepca.net,www.heritagepca.net,Rev,Ruben Sernas ,
Evangelical Presbyterian Church,Newark,DE,United States ,302-737-2300,Church307@soapboxsuperapp.com,www.epcnewark.org,Rev,Chad Barber ,
Great Exchange Church,Newark,DE,United States ,-,Church308@soapboxsuperapp.com,-,Rev,Tyler James Brown ,
CenterPoint Church,Smyrna,DE,United States ,302-508-5230,admin@centerpointpca.org,www.centerpointpca.org,Rev,David Robert Dorst ,
City Church Wilmington,Wilmington,DE,United States ,302-409-0229,info@citychurchwilmington.com,www.citychurchwilmington.com,Rev,Jason Sica ,
Faith Presbyterian Church,Wilmington,DE,United States ,302-764-8615,office@faithwilmington.com,www.faithwilmington.com,Rev,Kevin Koslowsky ,
Gospel Church for All Nations,Wilmington Manor,DE,United States ,302-388-1147,douglperkins@gmail.com,www.gospelcan.org,Rev,Douglas L Perkins,
Oak City Mission,Bartow,FL,United States ,863-582-5421,brian@oakcitybartow.org,www.oakcitybartow.org,Rev,Brian DeWitt MacDonald ,
Emanuel Presbyterian Church,Boca Raton,FL,United States ,561-577-2140,ipemanuel@live.com,www.ipemanuel.net,Rev,Ederson Emerick ,
Spanish River Church,Boca Raton,FL,United States ,561-994-5000,hello@spanishriver.com,www.spanishriver.com,Rev,David Patrick Cassidy ,
Bay Presbyterian Church,Bonita Springs,FL,United States ,239-498-9055,baypres@msn.com,www.baypresbonita.org,Rev,Patrick J Womack,
Oak River Presbyterian Church,Bonita Springs,FL,United States ,239-293-2045,office@oakriver.org,www.oakriver.org,Rev,Michael Cosner ,
Boynton Beach Community Church,Boynton Beach,FL,United States ,561-733-9400,info@bbcconline.com,www.bbcconline.com,Rev,Dudley R Hodges,
Cornerstone of Lakewood Ranch,Bradenton,FL,United States ,941-907-3939,office@cornerstonelwr.org,www.cornerstonelwr.org,Rev,Philip Woods ,
Harbor Community Church,Bradenton,FL,United States ,941-226-1082,office@harborcommunitychurch.org,www.harborcommunitychurch.org,Rev,Geoffrey C Henderson,
Westminster Presbyterian Church,Brandon,FL,United States ,813-689-6541,office@wpcbrandon.org,www.wpcbrandon.org,Rev,Wes Holland Jr ,
Faith Church Brooksville,Brooksville,FL,United States ,352 796 4969,pastoralonso@FaithChurchBrooksville.com,faithchurchbrooksville.com/,-, ,
Providence Christian Church,Cape Coral,FL,United States ,239-549-5556,admin@providencecapecoral.com,providencecapecoral.com,Rev,Brent Stuart Lauder ,
Covenant Life Community Church,Casselberry,FL,United States ,407-529-8452,hello@clccpca.org,clccpca.org,Rev,Moses Han ,
Orlando Chinese Evangelical Christian Church,Casselberry,FL,United States ,407-331-1477,servants@ocecc.org,www.ocecc.org,Rev,Jinan Zhang ,
Chattahoochee Presbyterian Church,Chattahoochee,FL,United States ,850-272-7120,r.carpenter18@yahoo.com,ugandamission.net/hayes1/cpcgadsden/cpcgadsden.html,Rev,Robert S Hayes,
Christ Community Presbyterian Church,Clearwater,FL,United States ,727-530-1770,info@ccpconline.org,www.ccpconline.org,Rev,Robert Brubaker ,
Granada Presbyterian Church,Coral Gables,FL,United States ,305-444-8435,hello@granadachurch.com,www.granadachurch.com,Rev,Daniel Worth Carson ,
First Presbyterian Church of Coral Springs,Coral Springs,FL,United States ,954-461-7283,info@fpcstaff.com,www.fpccoralsprings.org,Rev,Dr David Barry,
New Springs Church,Coral Springs,FL,United States ,954-536-7505,info@newspringscs.com,www.newspringschurch.com/,Rev,Gavin Felix ,
Grace Redeemer PCA,Crestview,FL,United States ,850-797-8849,pastortyson@outlook.com,www.graceredeemerpca.org,Rev,Tyson Turner ,
Pinelands Presbyterian Church,Cutler Bay,FL,United States ,305-235-1142,info@pinelandspca.org,www.pinelandspca.org,Rev,Aldo Leon ,
Immanuel Presbyterian Church,DeLand,FL,United States ,386-738-1811,office@immanuelpca.com,www.immanuelpca.com,Rev,Deren Harper ,
Seacrest Presbyterian Church,Delray Beach,FL,United States ,561-276-5533,spc@seacrestchurch.com,www.seacrestchurch.com,-, ,
Safe Harbor Presbyterian Church,Destin,FL,United States ,850-837-2133,safeharborpca@gmail.com,www.safeharborpcadestin.org,Rev,James Calderazzo ,
Springs Presbyterian Church,Dunnellon,FL,United States ,352-489-8992,spc@springspca.org,www.springspca.org,-, ,
New Hope Presbyterian Church,Eustis,FL,United States ,352-483-3833,office@newhopepca.com,www.newhopepca.com,Rev,Richard L Burguet,
El Shalom Haitian Community Church,Fort Lauderdale,FL,United States ,954-274-4367,Church338@soapboxsuperapp.com,-,Rev,Jean Yves Gregoire ,
Coral Ridge Presbyterian Church,Ft. Lauderdale,FL,United States ,954-771-8840,info@crpc.org,www.crpc.org,Dr,Robert Pacienza ,
Rio Vista Church,Ft. Lauderdale,FL,United States ,954-522-2518,info@riovistachurch.com,www.riovistachurch.com,Rev,Thomas John Hendrikse ,
Westminster Presbyterian Church,Ft. Myers,FL,United States ,239-481-2125,office@wpcfortmyers.org,wpcfortmyers.org,Rev,Ryan Broadhurst ,
FWB International Community Church Mission,Ft. Walton Beach,FL,United States ,850-244-0691,iccfwb@gmail.com,www.iccfwb.com,Rev,Joshua Suk Ho Jea ,
Westminster Presbyterian Church,Ft. Walton Beach,FL,United States ,850-862-8825,wpcpcaoffice@gmail.com,www.wpc-pca.com,Rev,Michael Chad Watkins ,
Christ Community Church,Gainesville,FL,United States ,352-379-4949,office@christcommunitychurch.com,www.cccgainesville.com,Rev,Tim Hayse ,
